Series Name,Country Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
"Pupil-teacher ratio, secondary",Burundi,..,..,..,..,..,..,..,..,..,..,..,..,11.06888,12.56869,16.71044,..,18.63611,15.66249,16.20348,..,..,..,17.66061,15.69504,14.16931,14.58881,14.02866,15.21331,..,18.68255,17.7399,21.81984,21.88964,21.7459,..,..,..,..,..,..,..,..,..,18.84814,21.21669,22.82075,28.40414,27.98893,..,26.52189,29.94031,29.38317,29.70914,31.66009,37.21738,35.79281,32.13206,28.02967,26.59842,..,..,..,..
"Pupil-teacher ratio, secondary",Cabo Verde,..,..,..,..,..,..,..,..,..,..,..,..,19.69231,..,..,..,..,..,..,..,17.77841,18.15761,17.57619,..,..,..,..,22.97571,23.9291,23.68041,..,..,..,..,..,..,..,..,..,..,..,23.72641,24.49286,23.68341,22.70406,23.50335,26.01143,19.02441,18.24521,18.21613,17.51193,17.21693,16.7948,17.19012,16.04694,16.40755,16.00499,15.62939,15.42052,..,..,..,..
"Pupil-teacher ratio, secondary",Cambodia,..,..,..,..,..,..,..,..,..,..,..,22.09779,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17.17625,17.60297,18.46332,19.56403,21.62281,23.58824,..,..,29.98881,28.92194,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Pupil-teacher ratio, secondary",Cameroon,..,..,..,..,..,..,..,..,..,..,..,..,22.15892,23.76843,23.71087,24.98599,29.92966,25.80498,26.21337,26.40819,25.41915,26.22563,26.65088,28.27066,28.40674,25.64402,30.97693,28.93545,24.46947,24.23682,25.87655,25.24077,..,..,..,..,..,..,22.80567,22.80578,23.61911,19.57891,..,..,16.44847,16.17013,16.17031,21.89841,26.3006,..,..,24.12545,21.43342,19.57763,20.4254,19.86712,19.25706,..,..,..,..,..,..
"Pupil-teacher ratio, secondary",Canada,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17.94776,..,..,..,..,..,..,17.95956,17.79462,15.15465,14.86849,14.62825,14.33856,14.35412,14.21436,13.96799,14.04705,17.82306,18.06949,18.51821,18.79864,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Pupil-teacher ratio, secondary",Cayman Islands,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18.61111,18.97561,14.10377,13.66667,..,..,12.05,10.02415,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.07595,9.29365,9.77824,10.1342,..,11.30126,10.26909,9.17405,..,8.85873,..,..,8.94215,5.27476,..,..,..,..,..,10.9653,..,..,..,..
"Pupil-teacher ratio, secondary",Central African Republic,..,..,..,..,..,..,..,..,..,..,..,21.77413,26.4728,..,..,35.68449,..,35.33997,45.53502,46.44857,..,62.44613,..,55.47896,..,64.77592,64.28742,54.91874,..,43.09886,37.31739,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,80.05232,..,66.81707,68.13149,..,..,..,34.62948,31.63737,..,..,..,..,..
"Pupil-teacher ratio, secondary",Chad,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,35.92951,..,..,..,..,35.39933,37.15844,34.54363,35.74105,..,34.10003,32.22277,36.29178,37.88573,32.15364,34.20748,33.54568,32.99598,32.91156,..,32.33045,32.47438,31.98235,29.7734,35.77055,36.61245,27.45229,27.13412,..,..,..,..,..,..
"Pupil-teacher ratio, secondary",Channel Islands,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Pupil-teacher ratio, secondary",Chile,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,29.00898,29.3532,..,32.55556,..,25.19256,24.76865,24.41269,23.71092,23.32647,22.40762,21.86571,21.0574,20.04352,21.00122,20.06238,19.44185,18.81748,18.36688,..,..,..,..,..
"Pupil-teacher ratio, secondary",China,..,..,..,..,..,..,..,..,..,..,20.59747,21.83943,23.00333,21.2371,19.93684,20.09417,20.95925,21.02231,20.9199,20.22543,18.88137,17.90215,16.66647,16.38346,16.41878,17.07836,16.9997,16.89917,16.35938,15.31392,14.60696,14.42533,14.52494,14.58926,14.48036,15.07365,15.56384,16.18689,..,..,17.10846,18.9229,18.92909,18.61115,..,..,17.54954,16.36853,15.99176,15.71505,15.46166,15.15325,14.50326,15.14167,14.27963,13.81544,13.49871,13.30917,13.25879,..,..,..,..
"Pupil-teacher ratio, secondary",Colombia,..,..,..,..,..,..,..,..,..,..,17.16569,18.32271,19.32063,18.70961,19.36182,19.45419,19.75379,20.26675,20.39189,20.34494,20.35816,20.21892,20.14648,20.18309,20.28568,20.15015,19.94919,19.90078,19.88935,19.8784,..,19.85892,20.58411,21.08985,20.94314,21.0487,19.15089,..,..,17.91693,19.19542,..,20.92474,..,24.64723,26.17165,27.36572,25.2348,..,26.65632,27.14634,25.58137,25.39509,25.49841,24.90129,26.47999,26.18799,26.01138,25.91073,..,..,..,..
"Pupil-teacher ratio, secondary",Comoros,..,..,..,..,..,..,..,..,..,..,..,20.20635,..,23.21239,24.97656,..,..,..,..,..,..,30.73051,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.03849,11.25978,13.79589,..,..,..,..,..,..,..,..,8.70555,8.61767,..,..,5.31356,8.30834,..,..,..,..
"Pupil-teacher ratio, secondary","Congo, Dem. Rep.",..,..,..,..,..,..,..,..,..,..,..,..,22.69642,23.56192,23.14583,..,..,..,..,23.58637,..,..,..,..,21.10154,..,..,20.00557,..,..,..,..,20.16941,20.35371,22.61182,..,..,..,..,..,..,..,..,..,..,..,..,15.67164,16.57498,16.01028,15.96033,15.21755,15.33509,14.20295,14.59321,14.24161,..,..,..,..,..,..,..
"Pupil-teacher ratio, secondary","Congo, Rep.",..,..,..,..,..,..,..,..,..,..,..,33.04436,35.3199,42.16052,43.1392,41.049,42.31662,..,40.86184,40.30923,..,36.65918,39.61955,..,36.40654,36.64584,35.2156,34.42947,33.88861,27.75215,27.12057,26.70661,26.48119,..,27.07671,..,29.92472,..,..,..,..,..,..,28.10852,34.26944,..,..,..,..,..,..,..,18.67603,..,..,..,..,..,..,..,..,..,..
"Pupil-teacher ratio, secondary",Costa Rica,..,..,..,..,..,..,..,..,..,..,16.54511,..,19.43271,..,..,22.62893,19.61741,..,..,18.3438,18.97862,19.25363,17.83865,17.2838,..,17.01663,17.72376,18.06675,17.66259,18.4735,18.95094,19.21686,19.82895,19.39864,19.19469,19.23877,18.03308,18.38004,18.95822,19.5273,18.84161,19.57279,18.75178,..,..,..,17.79432,17.91364,15.64106,15.81656,15.5078,14.92131,..,13.96964,14.35946,13.9521,12.73154,13.31491,12.42779,..,..,..,..
"Pupil-teacher ratio, secondary",Cote d'Ivoire,..,..,..,..,..,..,..,..,..,..,..,21.26075,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,29.3952,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22.30057,..,25.83658,26.31551,27.28114,..,..,..,..
"Pupil-teacher ratio, secondary",Croatia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.03702,13.4158,12.71989,12.47268,11.84402,11.32851,11.02664,10.86358,..,10.13688,9.54029,9.29822,9.08776,8.32827,8.14958,8.001,7.80615,7.70094,8.0174,7.03333,6.73221,..,..,..,..,..,..
"Pupil-teacher ratio, secondary",Cuba,..,..,..,..,..,..,..,..,..,..,..,12.5121,11.33129,12.06029,11.91675,12.81693,14.87728,14.02385,11.73727,..,13.36737,13.02492,12.59407,11.85789,11.96005,11.75977,11.48823,11.41988,10.91394,10.42798,9.88503,10.01157,9.5319,8.83187,8.52939,9.77599,9.50378,10.09369,..,11.41029,11.94651,11.36325,11.62682,11.67132,11.0379,11.05182,10.48547,9.63266,9.67207,9.61048,9.46352,9.03415,8.42905,8.30605,8.88073,9.03784,9.34814,9.47531,9.63133,..,..,..,..
"Pupil-teacher ratio, secondary",Curacao,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Pupil-teacher ratio, secondary",Cyprus,..,..,..,..,..,..,..,..,..,..,..,21.0368,21.54041,19.39831,19.17683,20.87422,20.14402,19.3182,18.15968,17.13495,16.5022,16.11886,16.04234,15.6893,15.70736,15.25884,14.70969,14.20584,12.38362,12.09222,11.97202,11.94485,12.12247,12.24591,12.26441,12.45507,11.29151,12.41711,..,12.86735,13.60329,12.73405,12.14739,12.15002,11.2507,11.29136,11.03958,10.67539,10.22603,9.91354,9.75513,9.72688,9.66547,9.54664,9.72049,10.35338,7.95871,8.31131,..,..,..,..,..
"Pupil-teacher ratio, secondary",Czechia,..,..,..,..,..,..,..,..,..,..,..,12.35504,12.25761,11.86957,12.26973,11.79553,12.04358,12.34223,12.09457,11.95963,11.82051,..,12.57889,12.61455,12.77077,13.00501,13.14651,13.12261,13.03415,13.40768,13.33034,12.93109,12.30383,11.4402,11.31522,11.78502,10.41089,..,..,..,..,10.80581,10.80932,10.75753,10.30692,10.44984,10.54638,11.55325,11.32133,11.15314,10.97634,11.32691,11.19134,11.54847,..,..,..,..,..,..,..,..,..
"Pupil-teacher ratio, secondary",Denmark,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.61029,8.4103,8.87589,..,..,9.58031,9.56346,9.5577,10.05266,..,..,..,..,..,..,..,..,..,..,..,..,11.29034,..,..,..,..,..,..,..,..
"Pupil-teacher ratio, secondary",Djibouti,..,..,..,..,..,..,..,..,..,..,..,..,13.15,17.25773,18.11321,15.30496,13.47297,..,..,..,..,18.46403,18.41528,18.89172,18.95509,19.51917,23.0098,25.24606,25.425,27.56037,27.90244,..,25.065,24.65823,20.36078,..,18.88535,..,..,22.81029,..,..,31.85714,..,..,..,31.29783,34.25269,..,29.71343,..,27.89546,26.55834,25.13412,24.54023,22.77297,23.75349,22.727,25.41709,26.83286,..,..,..
"Pupil-teacher ratio, secondary",Dominica,..,..,..,..,..,..,..,..,..,..,..,..,..,29.16228,23.9635,23.80224,..,24.96552,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18.95213,21.4711,19.93583,16.93002,16.7913,16.80225,15.07258,16.42857,15.95096,14.44466,13.76718,13.2407,12.16262,..,..,10.97481,10.69423,..,..,..,..,..,..,..
"Pupil-teacher ratio, secondary",Dominican Republic,..,..,..,..,..,..,..,..,..,..,..,27.0482,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,27.03779,26.43142,..,29.02851,24.46806,26.94102,28.19246,28.72223,29.17577,27.63296,..,22.09344,..,18.64652,..,..,..,..,..
"Pupil-teacher ratio, secondary",Ecuador,..,..,..,..,..,..,..,..,..,..,..,13.80515,14.84428,15.14367,15.26902,15.96879,16.36202,16.29473,16.58448,13.9195,17.0382,16.97743,17.01412,16.49681,16.04356,16.03754,15.37124,15.07604,14.41024,..,..,..,..,12.98818,..,..,11.9574,..,11.55459,..,13.57916,13.57838,13.57727,13.27407,13.34317,13.90459,14.36216,14.65735,..,20.52053,19.9457,20.90102,21.96425,23.0055,23.03294,22.35071,21.94529,20.99927,20.62112,..,..,..,..
"Pupil-teacher ratio, secondary","Egypt, Arab Rep.",..,..,..,..,..,..,..,..,..,..,..,24.97572,26.62731,..,28.3238,28.54113,27.62266,29.68933,28.12015,26.77595,25.09147,24.00977,25.50856,22.71702,22.80883,..,20.39983,19.40773,17.95311,..,21.30897,19.20263,18.66078,18.59011,19.84048,18.42119,16.64192,15.8205,..,16.89777,16.94733,16.96453,17.3925,17.2801,17.07949,..,..,..,..,12.13411,..,..,..,..,..,..,14.79149,15.21374,15.16281,..,..,..,..
"Pupil-teacher ratio, secondary",El Salvador,..,..,..,..,..,..,..,..,..,..,25.00906,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,29.02299,30.25362,28.91989,..,26.89633,26.32674,24.36291,..,24.34529,..,..,..,30.84663,29.31611,27.82175,27.55579,..,..,..,..
"Pupil-teacher ratio, secondary",Equatorial Guinea,..,..,..,..,..,..,..,..,..,..,..,34.36571,..,..,..,..,27.41212,..,..,..,17.27215,..,..,..,..,..,..,..,..,..,..,..,..,..,28.2585,..,..,..,..,23.37529,23.15996,..,..,..,..,19.24943,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Pupil-teacher ratio, secondary",Eritrea,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,32.84213,31.7537,33.75069,36.5627,43.01642,..,50.6554,54.06198,52.44428,49.31321,53.50796,47.83736,51.34769,54.39016,43.21571,..,42.89777,38.68424,39.49376,37.88873,38.48073,40.59032,38.88105,..,36.56873,35.02165,..,..,..,..
"Pupil-teacher ratio, secondary",Estonia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.44152,10.3307,8.81703,10.11786,..,..,10.46366,9.79109,10.05493,..,..,..,..,..,9.92589,9.40907,9.44342,8.76124,8.77001,8.37591,8.09777,..,..,8.78266,9.18187,..,..,..,..,..
"Pupil-teacher ratio, secondary",Eswatini,..,..,..,..,..,..,..,..,..,..,..,..,19.14505,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18.69615,..,17.80738,..,17.27932,..,16.30065,16.88762,18.07154,16.73285,19.34632,19.00757,..,17.6148,18.12249,17.2581,16.5432,15.99538,15.90008,15.79598,15.54522,..,..,..,..,..,..
"Pupil-teacher ratio, secondary",Ethiopia,..,..,..,..,..,..,..,..,..,..,..,27.67226,26.93056,28.02032,27.69489,..,..,..,..,..,..,..,..,..,..,..,42.00044,..,43.98483,40.12733,..,37.13778,33.0062,31.89491,32.17664,32.03766,31.52871,..,..,..,..,..,..,..,..,..,..,..,46.22677,47.41352,43.07495,40.33126,40.35064,..,..,..,..,..,..,..,..,..,..
"Pupil-teacher ratio, secondary",Faroe Islands,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Pupil-teacher ratio, secondary",Fiji,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22.9542,21.32567,20.21488,19.14833,18.99961,24.62398,22.38328,..,23.86738,22.90224,18.72004,..,..,26.46551,19.2926,..,..,..,..,..,..,..,..,..,..
"Pupil-teacher ratio, secondary",Finland,..,..,..,..,..,..,..,..,..,..,..,15.80584,15.62673,15.20766,14.59609,14.05784,..,13.99688,15.306,13.66129,13.53336,13.2317,13.03262,11.84622,11.83076,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.221,12.74229,13.1808,12.77342,12.22628,10.15341,10.25668,9.8669,9.79414,10.03077,9.88786,9.90598,9.50424,9.26577,12.70659,12.75811,..,13.24117,13.57979,..,..,..,..,..
"Pupil-teacher ratio, secondary",France,..,..,..,..,..,..,..,..,..,..,..,15.80167,15.49716,15.56402,15.43252,..,..,14.1608,14.01968,13.86533,13.7283,..,..,..,..,..,..,..,..,13.01208,12.43865,12.50841,12.49112,12.14632,12.78847,12.67498,12.49607,12.36769,..,12.02547,11.79826,11.60577,11.46309,11.46728,11.39663,11.43084,12.09852,12.09961,12.27578,12.49659,12.68018,12.69115,12.83299,12.9392,..,..,..,..,..,..,..,..,..
"Pupil-teacher ratio, secondary",French Polynesia,..,..,..,..,..,..,..,..,..,..,..,15.56835,16.08102,16.59743,14.56272,15.64021,15.87873,14.62632,15.05132,15.20708,15.28244,15.23225,15.29425,15.71197,14.98287,14.62436,14.22185,14.41774,14.01235,14.61085,14.72285,13.5678,13.98033,14.04899,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Pupil-teacher ratio, secondary",Gabon,..,..,..,..,..,..,..,..,..,..,..,19.49805,17.15719,..,..,..,22.18701,20.92774,20.00152,18.87419,18.61517,18.5293,19.0916,18.75617,16.93677,17.79819,21.27483,21.21038,21.25672,22.87327,..,..,..,..,..,27.58942,26.03491,31.26114,..,28.11663,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Pupil-teacher ratio, secondary","Gambia, The",..,..,..,..,..,..,..,..,..,..,..,19.85039,19.64875,20.83094,19.28296,17.7069,19.07205,17.06178,17.40367,16.53265,16.64804,15.57581,..,16.05168,17.40651,17.41028,22.9036,24.28267,..,23.45528,..,26.98413,28.03861,24.60057,24.08526,26.02391,20.7479,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Pupil-teacher ratio, secondary",Georgia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.91427,..,..,..,..,9.92233,..,..,..,..,6.85243,6.40555,6.44267,6.41455,6.70817,6.40123,7.66106,..,7.50714,7.46045,7.60845,9.40904,9.24507,..,..,..,..,7.46323,7.56748,..,..,..,7.48672,7.24917,7.24706,7.44399,7.39342,7.57537,..,..,..,..
"Pupil-teacher ratio, secondary",Germany,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.89992,15.33459,15.05811,15.2899,15.45464,15.24356,15.36929,14.36311,14.25652,14.34856,14.18665,14.02409,13.88037,13.78121,13.45986,13.23877,13.23832,12.90596,12.87907,12.74469,12.55628,12.20459,12.13371,12.01027,11.97424,..,..,..,..,..
"Pupil-teacher ratio, secondary",Ghana,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24.4764,23.58012,22.11359,21.32694,20.1388,19.29178,20.93086,21.91045,21.55949,20.81795,20.85693,21.54203,20.9166,17.16886,16.12501,17.46435,18.19238,..,..,..,..,..,..,..,..,19.61644,19.1357,18.56743,18.60132,17.68225,18.78948,18.80186,17.36505,17.68342,17.41128,18.27545,..,18.66661,17.8712,17.52991,15.81591,16.61254,16.97562,15.63675,16.01642,15.17269,..,..,..
"Pupil-teacher ratio, secondary",Gibraltar,..,..,..,..,..,..,..,..,..,..,..,..,20.67143,11.58779,11.19014,10.99315,12.34091,13.56489,12.72662,13.25735,12.85816,..,12.88112,12.63448,12.58621,12.54167,..,..,..,..,..,..,..,..,..,..,..,..,..,11.22951,11.8629,11.74242,..,..,..,..,..,..,5.45277,5.87589,..,..,..,..,..,..,16.8,15.04762,..,..,..,..,..
"Pupil-teacher ratio, secondary",Greece,..,..,..,..,..,..,..,..,..,..,..,24.97351,25.40242,23.93201,21.2551,20.39693,22.77187,21.14621,20.27286,19.01393,19.08637,18.70203,18.96556,18.20524,17.28941,16.65008,16.14539,16.16534,15.50625,15.26468,14.55338,14.11792,13.85769,11.76672,11.30987,12.67518,9.7709,11.56682,10.92763,10.31502,9.76026,9.41532,8.97739,8.60019,8.2988,8.28503,8.18975,7.88335,..,..,..,..,..,7.71531,8.30619,8.66634,8.4038,8.55985,..,..,..,..,..
"Pupil-teacher ratio, secondary",Greenland,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Pupil-teacher ratio, secondary",Grenada,..,..,..,..,..,..,..,..,..,..,..,25.34783,26.15152,..,..,..,..,26.75862,25.00496,23.16076,24.57702,..,..,32.49242,31.13396,30.97125,..,31.80592,30.28391,..,..,..,..,27.09019,..,..,..,..,..,..,..,..,..,20.08108,20.08824,..,..,20.34268,18.77861,15.89481,15.45699,..,..,13.96384,12.54639,11.87372,11.88228,11.79439,12.81206,..,..,..,..
"Pupil-teacher ratio, secondary",Guam,..,..,..,..,..,..,..,..,..,..,..,20.31313,18.93214,19.85088,20.47069,21.40508,22.25546,21.45161,22.01835,21.90597,22.0259,21.96324,21.70441,19.35346,19.53194,18.76385,18.33375,18.02,18.01852,18.20114,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Pupil-teacher ratio, secondary",Guatemala,..,..,..,..,..,..,..,..,..,..,13.79024,14.61152,15.87946,15.37541,15.72432,16.55539,14.35756,14.39335,18.48443,18.61607,17.88235,14.38804,13.75071,13.72391,14.02091,13.94825,13.45574,..,..,..,..,14.23502,..,15.9671,15.9064,15.62591,16.59866,..,14.69525,13.24699,14.03186,13.6879,13.69236,..,15.38681,15.75017,16.20368,16.11326,16.56567,15.98533,13.98346,13.54263,13.66083,12.32395,12.66446,..,12.39713,10.51281,10.49312,..,..,..,..
"Pupil-teacher ratio, secondary",Guinea,..,..,..,..,..,..,..,..,..,..,..,22.76804,..,..,..,..,..,..,..,24.75991,..,..,..,18.56489,..,19.66187,19.98147,..,..,..,..,14.38119,..,22.63424,..,..,..,..,..,..,..,..,..,31.33309,31.82767,34.42526,35.82585,..,33.29183,..,..,33.13554,..,..,..,..,..,..,..,..,..,..,..
"Pupil-teacher ratio, secondary",Guinea-Bissau,..,..,..,..,..,..,..,..,..,..,..,18.09013,11.93769,..,..,..,10.10798,..,..,..,..,10.29654,13.53548,..,12.11824,..,..,8.44241,..,..,..,..,..,..,..,..,..,..,..,..,15.01456,..,..,..,..,..,37.28108,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Pupil-teacher ratio, secondary",Guyana,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22.7009,..,20.80111,..,..,..,..,..,..,..,19.09895,20.17427,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16.47742,..,18.03704,..,22.34916,20.8934,21.90081,21.4222,20.86307,20.29138,..,..,..,..,..,..,..,..,..,..
"Pupil-teacher ratio, secondary",Haiti,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19.85751,22.70956,22.74454,..,21.13402,24.47286,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Pupil-teacher ratio, secondary",Honduras,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18.10504,..,..,..,..,28.35665,..,28.31261,29.32703,26.0499,..,25.83787,..,..,..,..,22.81451,..,19.91493,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16.09893,14.49878,16.65963,..,..,..,..,..
"Pupil-teacher ratio, secondary","Hong Kong SAR, China",..,..,..,..,..,..,..,..,..,..,..,21.90087,22.36239,22.94899,24.19997,24.72419,24.33527,30.25319,30.15399,30.10794,29.69067,29.33661,28.98703,27.24266,25.93644,24.80259,23.99015,23.37118,22.71436,..,..,..,..,..,..,..,20.13159,..,..,..,..,18.83896,18.46881,18.34543,18.03796,18.06874,17.82577,17.4319,17.24002,16.88733,16.67878,15.79139,14.98744,14.19818,13.60538,12.95682,12.37069,11.51862,11.22247,..,..,..,..
"Pupil-teacher ratio, secondary",Hungary,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.39261,10.27198,..,10.61,10.22346,10.04206,9.84324,10.67705,10.86448,10.96142,9.85162,9.94135,9.85824,9.83302,10.22322,10.32898,10.19559,10.02931,10.03962,10.48026,10.90331,10.2914,10.01652,..,..,..,..,..,..
"Pupil-teacher ratio, secondary",Iceland,..,..,..,..,..,..,..,..,..,..,..,10.48663,10.39905,..,..,10.37215,10.83075,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Pupil-teacher ratio, secondary",India,..,..,..,..,..,..,..,..,..,..,..,21.92318,21.48304,21.23763,..,21.61648,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,33.62363,33.62315,33.44458,32.32464,32.32493,32.69999,..,..,..,..,25.1393,25.32821,25.92121,..,30.78327,31.77246,31.65018,28.49097,27.44103,28.52287,..,..,..,..
"Pupil-teacher ratio, secondary",Indonesia,..,..,..,..,..,..,..,..,..,..,13.10005,13.63815,12.84415,13.43108,14.36685,..,16.10254,..,..,..,..,14.85468,15.66601,15.37848,..,..,15.26774,..,15.10553,14.82182,12.9166,13.19851,13.54265,13.82294,14.0878,14.13826,14.27041,14.39865,14.94995,14.94713,14.57182,14.25666,13.58158,14.23421,14.20076,12.47833,12.26633,13.0443,11.95971,12.59356,12.17648,14.76712,16.61711,15.37529,15.4731,..,14.11492,15.3284,15.2071,..,..,..,..
"Pupil-teacher ratio, secondary","Iran, Islamic Rep.",..,..,..,..,..,..,..,..,..,..,..,34.21573,32.91062,27.97946,29.43764,28.66233,26.67078,24.45021,..,..,..,..,..,..,..,15.06734,..,..,..,..,..,23.51117,25.66588,27.1655,28.2574,30.69641,..,31.31113,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17.55105,17.51293,..,18.6938,19.00886,..,..,..,..,..
